dropoff_site,load_id,load_time,load_type,load_weight,report_date,route_number,route_type
Aowin/Suaman,1031,2004,GARBAGE COLLECTIONS,119457,2004,PAW66,GARBAGE COLLECTIONS
Sefwi Akontombra,1032,2004,GARBAGE COLLECTIONS,72092,2004,PAT69,GARBAGE COLLECTIONS
Sefwi Wiawso,1033,2004,GARBAGE COLLECTIONS,46194,2004,PAM64,GARBAGE COLLECTIONS
Sefwi Bibiani-Ahwiaso Bekwai,1034,2004,GARBAGE COLLECTIONS,60935,2004,PAM62,GARBAGE COLLECTIONS
Juabeso,1035,2004,RECYCLING - COMINGLE,25235,2004,RH15,RECYCLING - COMINGLE
Bia,1036,2004,GARBAGE COLLECTIONS,68878,2004,PAM04,GARBAGE COLLECTIONS
Komenda,1037,2004,YARD TRIMMING,124673,2004,YT05,YARD TRIMMING
Cape Coast Metropolis,1038,2004,BULK,5157,2004,STO13,BULK
Cape Coast South,1039,2004,SWEEPING,28832,2004,W10,SWEEPING
Cape Coast North,1040,2004,SWEEPING,40921,2004,DSS01,SWEEPING
Abura-Asebu-Kwamankese,1041,2004,RECYCLING - PAPER,67209,2004,RH15,RECYCLING - PAPER
Mfantsiman Municipal,1042,2004,GARBAGE COLLECTIONS,30366,2004,PW84,GARBAGE COLLECTIONS
Ajumako-Enyan-Essiam,1043,2004,GARBAGE COLLECTIONS,33709,2004,PAM70,GARBAGE COLLECTIONS
Gomoa West,1044,2004,YARD TRIMMING,18207,2004,YT01,YARD TRIMMING
Effutu Municipal,1045,2004,RECYCLING - SINGLE STREAM,10474,2004,RFAS33,RECYCLING - SINGLE STREAM
Gomoa East,1046,2004,RECYCLING - PAPER,112944,2004,RM03,RECYCLING - PAPER
Ewutu Senya,1047,2004,SWEEPING,131098,2004,SC01-R,SWEEPING
Agona East,1048,2004,BULK,40967,2004,BU05,BULK
Agona West,1049,2004,SWEEPING,46480,2004,SB59,SWEEPING
Brakwa,1050,2004,GARBAGE COLLECTIONS,40361,2004,PAW78,GARBAGE COLLECTIONS
Assin South,1051,2004,BULK,35739,2004,BU25,BULK
Assin North Municipal,1052,2004,GARBAGE COLLECTIONS,78037,2004,PAM65,GARBAGE COLLECTIONS
Twifo-Heman-Lower Denkyira,1053,2004,YARD TRIMMING,137489,2004,OT-1,YARD TRIMMING
Upper Denkyira East Municipal,1054,2004,RECYCLING - SINGLE STREAM,29533,2004,RMAU11,RECYCLING - SINGLE STREAM
Upper Denkyira West,1055,2004,RECYCLING - SINGLE STREAM,76191,2004,RHBU13,RECYCLING - SINGLE STREAM
Weija (Ga South) Municipal,1056,2004,GARBAGE COLLECTIONS,42739,2004,PAW87,GARBAGE COLLECTIONS
Ga West Municipal,1057,2004,GARBAGE COLLECTIONS,20064,2004,PAW07,GARBAGE COLLECTIONS
Ga East Municipal,1058,2004,GARBAGE COLLECTIONS,80801,2004,PAT69,GARBAGE COLLECTIONS
Accra Metropolis,1059,2004,RECYCLING - PAPER,16404,2004,DW2,RECYCLING - PAPER
Ablekuma South,1060,2004,GARBAGE COLLECTIONS,1701,2004,PAW02,GARBAGE COLLECTIONS
Ablekuma Central,1061,2004,YARD TRIMMING,84084,2004,YT04,YARD TRIMMING
Ashiedu Keteke,1062,2004,GARBAGE COLLECTIONS,78431,2004,PF10,GARBAGE COLLECTIONS
Osu Klotey,1063,2004,GARBAGE COLLECTIONS,760,2004,PAF52,GARBAGE COLLECTIONS
La,1064,2004,SWEEPING,85431,2004,NW14-R,SWEEPING
Ayawaso East,1065,2004,GARBAGE COLLECTIONS,85666,2004,PAF03,GARBAGE COLLECTIONS
Ayawaso Central,1066,2004,GARBAGE COLLECTIONS,119528,2004,PT21,GARBAGE COLLECTIONS
Okai Koi South,1067,2004,GARBAGE COLLECTIONS,38219,2004,PAT04,GARBAGE COLLECTIONS
Ablekuma North,1068,2004,GARBAGE COLLECTIONS,102337,2004,PH30,GARBAGE COLLECTIONS
Okai Koi North,1069,2004,RECYCLING - PAPER,35523,2004,RW02,RECYCLING - PAPER
Ayawaso West Wogon,1070,2004,GARBAGE COLLECTIONS,71830,2004,PAM01,GARBAGE COLLECTIONS
Adenta Municipal,1071,2004,BULK,105882,2004,BU14,BULK
Ledzokuku/Krowor Municipal,1072,2004,GARBAGE COLLECTIONS,111755,2004,PM41,GARBAGE COLLECTIONS
Ashaiman Municipal,1073,2004,SWEEPING,142272,2004,E02-R,SWEEPING
Tema Metropolis,1074,2004,YARD TRIMMING,69014,2004,YT09,YARD TRIMMING
Tema West,1075,2004,BRUSH,64278,2004,BR24,BRUSH
Tema East,1076,2004,DEAD ANIMAL,34868,2004,DA01,DEAD ANIMAL
Kpone Katamanso,1077,2004,BULK,3069,2004,BU28,BULK
Dangbe West,1078,2004,GARBAGE COLLECTIONS,101786,2004,PAW09,GARBAGE COLLECTIONS
Dangbe East,1079,2004,RECYCLING - SINGLE STREAM,39557,2004,RHAU12,RECYCLING - SINGLE STREAM
South Tongu,1080,2004,RECYCLING - SINGLE STREAM,88044,2004,RTAU21,RECYCLING - SINGLE STREAM
Keta Municapal,1081,2004,SWEEPING,108346,2004,NE17-R,SWEEPING
Ketu South,1082,2004,BRUSH,110412,2004,BR05,BRUSH
Ketu North,1083,2004,GARBAGE COLLECTIONS,19018,2004,PAW60,GARBAGE COLLECTIONS
Akatsi,1084,2004,GARBAGE COLLECTIONS,118334,2004,PAH60,GARBAGE COLLECTIONS
North Tongu,1085,2004,GARBAGE COLLECTIONS,100744,2004,PH14,GARBAGE COLLECTIONS
Adaklu Anyigbe,1086,2004,SWEEPING,26218,2004,SB93,SWEEPING
Ho Municipal,1087,2004,GARBAGE COLLECTIONS,12368,2004,PAF83,GARBAGE COLLECTIONS
South Dayi,1088,2004,RECYCLING - COMINGLE,141636,2004,RW20,RECYCLING - COMINGLE
North Dayi,1089,2004,GARBAGE COLLECTIONS,7786,2004,PM10,GARBAGE COLLECTIONS
Hohoe Municipal,1090,2004,RECYCLING - PAPER,5038,2004,RW06,RECYCLING - PAPER
Biakoye,1091,2004,YARD TRIMMING,110489,2004,YH02,YARD TRIMMING
Jasikan,1092,2004,RECYCLING - SINGLE STREAM,40024,2004,RWBU26,RECYCLING - SINGLE STREAM
Kadjebi,1093,2004,DEAD ANIMAL,118000,2004,DA02,DEAD ANIMAL
Krachi East,1094,2004,RECYCLING - PAPER,77918,2004,RF02,RECYCLING - PAPER
Krachi West,1095,2004,RECYCLING - SINGLE STREAM,101539,2004,RMAU24,RECYCLING - SINGLE STREAM
Nkwanta South,1096,2004,GARBAGE COLLECTIONS,45408,2004,PAM68,GARBAGE COLLECTIONS
Nkwanta North,1097,2004,SWEEPING,139434,2004,DSN03,SWEEPING
Birim South,1098,2004,SWEEPING,25239,2004,C11-R,SWEEPING
Birim Municipal,1099,2004,SWEEPING,11527,2004,SE06-R,SWEEPING
West Akim Municipal,1100,2004,RECYCLING - PAPER,59474,2004,RT01,RECYCLING - PAPER
Suhum-Kraboa Coaltar,1101,2004,RECYCLING - SINGLE STREAM,24520,2004,DH2,RECYCLING - SINGLE STREAM
Akwapem South Municipal,1102,2004,RECYCLING - COMINGLE,43452,2004,RF32,RECYCLING - COMINGLE
Akwapem North,1103,2004,GARBAGE COLLECTIONS,83992,2004,PAH63,GARBAGE COLLECTIONS
New Juaben Municipal,1104,2004,RECYCLING - COMINGLE,118319,2004,RF01,RECYCLING - COMINGLE
Yilo Krobo,1105,2004,GARBAGE COLLECTIONS,27342,2004,PAW74,GARBAGE COLLECTIONS
Lower Manya,1106,2004,SWEEPING,132876,2004,C03-R,SWEEPING
Asuogyaman,1107,2004,BRUSH,38931,2004,BR23,BRUSH
Upper Manya,1108,2004,SWEEPING,31716,2004,SE07-R,SWEEPING
Fanteakwa,1109,2004,YARD TRIMMING,70900,2004,YM07,YARD TRIMMING
East Akim Municipal,1110,2004,SWEEPING,111869,2004,E12-R,SWEEPING
Kwaebibirem,1111,2004,SWEEPING,132355,2004,UT01,SWEEPING
Akyem Mansa,1112,2004,GARBAGE COLLECTIONS,58312,2004,PAM01,GARBAGE COLLECTIONS
Birim North,1113,2004,GARBAGE COLLECTIONS,121044,2004,PAT51,GARBAGE COLLECTIONS
Atiwa,1114,2004,GARBAGE COLLECTIONS,29112,2004,PAW84,GARBAGE COLLECTIONS
Kwahu West Municipal,1115,2004,RECYCLING - PAPER,70058,2004,RM31,RECYCLING - PAPER
Kwahu South,1116,2004,RECYCLING - SINGLE STREAM,33982,2004,RMAS41,RECYCLING - SINGLE STREAM
Kwahu East,1117,2004,SWEEPING,94030,2004,SDT01,SWEEPING
Kwahu North,1118,2004,GARBAGE COLLECTIONS,95127,2004,PF12,GARBAGE COLLECTIONS
Atwima Mponua,1119,2004,RECYCLING - SINGLE STREAM,68278,2004,RWAS35,RECYCLING - SINGLE STREAM
Amansie West,1120,2004,RECYCLING - SINGLE STREAM,96054,2004,RTAU23,RECYCLING - SINGLE STREAM
Amansie Central,1121,2004,YARD TRIMMING,102867,2004,YF10,YARD TRIMMING
Adansi South,1122,2004,RECYCLING - SINGLE STREAM,110321,2004,RFAU16,RECYCLING - SINGLE STREAM
Obuasi Municipal,1123,2004,RECYCLING - SINGLE STREAM,97183,2004,HPR,RECYCLING - SINGLE STREAM
Adansi North,1124,2004,GARBAGE COLLECTIONS,9251,2004,PF33,GARBAGE COLLECTIONS
Bekwai Municipal,1125,2004,GARBAGE COLLECTIONS,17231,2004,PAT64,GARBAGE COLLECTIONS
Bosome Freho,1126,2004,GARBAGE COLLECTIONS,30149,2004,PAM61,GARBAGE COLLECTIONS
Asante Akim South,1127,2004,BULK,9810,2004,BU27,BULK
Asante Akim North Municipal,1128,2004,BRUSH,17391,2004,SPEC PROJCT,BRUSH
Ejisu Juaben Municipal,1129,2004,RECYCLING - COMINGLE,22656,2004,RF10,RECYCLING - COMINGLE
Bosumtwi,1130,2004,GARBAGE COLLECTIONS,119292,2004,PH32,GARBAGE COLLECTIONS
Atwima Kwanwoma,1131,2004,SWEEPING,77469,2004,E13-R,SWEEPING
Kumasi Metropolis,1132,2004,BULK,59112,2004,BU09,BULK
Kwadaso,1133,2004,GARBAGE COLLECTIONS,7556,2004,PAW65,GARBAGE COLLECTIONS
Nhyiaeso,1134,2004,GARBAGE COLLECTIONS,9328,2004,PAM78,GARBAGE COLLECTIONS
Subin,1135,2004,RECYCLING - SINGLE STREAM,21525,2004,RWAU13,RECYCLING - SINGLE STREAM
Asokwa,1136,2004,RECYCLING - COMINGLE,42133,2004,RM25,RECYCLING - COMINGLE
Oforikrom,1137,2004,GARBAGE COLLECTIONS,107617,2004,PAH63,GARBAGE COLLECTIONS
Asawase,1138,2004,MULCH,32267,2004,BRAKER SITE,MULCH
Manhyia,1139,2004,BULK,23543,2004,BU19,BULK
Old Tafo,1140,2004,GARBAGE COLLECTIONS,85282,2004,PAW04,GARBAGE COLLECTIONS
Suame,1141,2004,GARBAGE COLLECTIONS,15301,2004,PAT65,GARBAGE COLLECTIONS
Bantama,1142,2004,SWEEPING,5062,2004,SDT01,SWEEPING
Atwima Nwabiagya,1143,2004,GARBAGE COLLECTIONS,84679,2004,PAM09,GARBAGE COLLECTIONS
Ahafo Ano South,1144,2004,BULK,13189,2004,BU10,BULK
Ahafo Ano North,1145,2004,RECYCLING - SINGLE STREAM,43353,2004,RFBU22,RECYCLING - SINGLE STREAM
Offinso Municipal,1146,2004,GARBAGE COLLECTIONS,113509,2004,PH12,GARBAGE COLLECTIONS
Afigya Kwabre,1147,2004,GARBAGE COLLECTIONS,130362,2004,PAW65,GARBAGE COLLECTIONS
Kwabre East,1148,2004,BULK,128222,2004,BU22,BULK
Afigya Sekyere,1149,2004,GARBAGE COLLECTIONS,18969,2004,PAW82,GARBAGE COLLECTIONS
Mampong Municipal,1150,2004,DEAD ANIMAL,7509,2004,DA01,DEAD ANIMAL
Sekyere East,1151,2004,BRUSH,106428,2004,ST0506,BRUSH
Sekyere Afram Plains,1152,2004,GARBAGE COLLECTIONS,75372,2004,PF80,GARBAGE COLLECTIONS
Sekyere Central,1153,2004,RECYCLING - PAPER,135272,2004,RM20,RECYCLING - PAPER
Ejura Sekye Dumasi,1154,2004,SWEEPING,116316,2004,DSS03,SWEEPING
Offinso North,1155,2004,YARD TRIMMING,82849,2004,YH02,YARD TRIMMING
Asunafo South,1156,2004,RECYCLING - SINGLE STREAM,130888,2004,RFAU10,RECYCLING - SINGLE STREAM
Asunafo North Municipal,1157,2004,RECYCLING - SINGLE STREAM,17366,2004,RTAS34,RECYCLING - SINGLE STREAM
Asutifi,1158,2004,SWEEPING,51132,2004,E02-R,SWEEPING
Dormaa Municipal,1159,2004,YARD TRIMMING,79531,2004,YH07,YARD TRIMMING
Dormaa East,1160,2004,RECYCLING - SINGLE STREAM,56994,2004,RFAS40,RECYCLING - SINGLE STREAM
Tano South,1161,2004,BRUSH,92919,2004,BR08,BRUSH
Tano North,1162,2004,GARBAGE COLLECTIONS,24071,2004,PAH02,GARBAGE COLLECTIONS
Sunyani Municipal,1163,2004,RECYCLING - PAPER,33748,2004,RT12,RECYCLING - PAPER
Sunyani West,1164,2004,BULK,35083,2004,STO13,BULK
Berekum Municipal,1165,2004,GARBAGE COLLECTIONS,356,2004,PAW65,GARBAGE COLLECTIONS
Jaman South,1166,2004,BRUSH,93439,2004,BR23,BRUSH
Jaman North,1167,2004,YARD TRIMMING,96449,2004,YW05,YARD TRIMMING
Tain,1168,2004,GARBAGE COLLECTIONS,29144,2004,PAM67,GARBAGE COLLECTIONS
Wenchi Municipal,1169,2004,YARD TRIMMING,12772,2004,YM03,YARD TRIMMING
Techiman Municipal,1170,2004,GARBAGE COLLECTIONS,19209,2004,PAH69,GARBAGE COLLECTIONS
Nkoranza South,1171,2004,YARD TRIMMING,41713,2004,YT03,YARD TRIMMING
Nkoranza North,1172,2004,YARD TRIMMING,77037,2004,YBH00,YARD TRIMMING
Atebubu Amantin,1173,2004,BRUSH,26566,2004,BR13,BRUSH
Sene,1174,2004,GARBAGE COLLECTIONS,4681,2004,PAF75,GARBAGE COLLECTIONS
Pru,1175,2004,RECYCLING - COMINGLE,42865,2004,RT02,RECYCLING - COMINGLE
Kintampo South,1176,2004,YARD TRIMMING,9249,2004,YW08,YARD TRIMMING
Kintampo North Municipal,1177,2004,RECYCLING - SINGLE STREAM,90570,2004,DF2,RECYCLING - SINGLE STREAM
Bole,1178,2004,RECYCLING - PAPER,1919,2004,RF02,RECYCLING - PAPER
Sawla-Tuna-Kalba,1179,2004,YARD TRIMMING,84388,2004,YH03,YARD TRIMMING
West Gonja,1180,2004,RECYCLING - SINGLE STREAM,82217,2004,DT1,RECYCLING - SINGLE STREAM
Gonja Central,1181,2004,GARBAGE COLLECTIONS,104531,2004,PAW04,GARBAGE COLLECTIONS
East Gonja,1182,2004,SWEEPING,6504,2004,NW11-R,SWEEPING
Kpandai,1183,2004,BULK,16651,2004,CAPSTBU,BULK
Nanumba South,1184,2004,YARD TRIMMING,54477,2004,BRAKER SITE,YARD TRIMMING
Nanumba North,1185,2004,GARBAGE COLLECTIONS,4636,2004,PAH75,GARBAGE COLLECTIONS
Zabzugu Tatali,1186,2004,RECYCLING - SINGLE STREAM,59215,2004,RWBS34,RECYCLING - SINGLE STREAM
Yendi Municipal,1187,2004,GARBAGE COLLECTIONS,95691,2004,PAT76,GARBAGE COLLECTIONS
Tamale Metropolis,1188,2004,GARBAGE COLLECTIONS,52840,2004,PAW01,GARBAGE COLLECTIONS
Tamale South,1189,2004,RECYCLING - SINGLE STREAM,14170,2004,RMBU12,RECYCLING - SINGLE STREAM
Tamale Central,1190,2004,RECYCLING - SINGLE STREAM,122912,2004,RHBS33,RECYCLING - SINGLE STREAM
Tamale North,1191,2004,RECYCLING - COMINGLE,43015,2004,RH02,RECYCLING - COMINGLE
Tolon Kumbugu,1192,2004,RECYCLING - SINGLE STREAM,21485,2004,RWAU13,RECYCLING - SINGLE STREAM
Savelugu Nanton,1193,2004,GARBAGE COLLECTIONS,81701,2004,PAM82,GARBAGE COLLECTIONS
Karaga,1194,2004,RECYCLING - SINGLE STREAM,66744,2004,RTAS40,RECYCLING - SINGLE STREAM
Gushiegu,1195,2004,GARBAGE COLLECTIONS,62011,2004,PAT61,GARBAGE COLLECTIONS
Saboba,1196,2004,GARBAGE COLLECTIONS,9623,2004,PAM62,GARBAGE COLLECTIONS
Chereponi,1197,2004,RECYCLING - PAPER,79156,2004,RT02,RECYCLING - PAPER
Bunkpurugu Yonyo,1198,2004,YARD TRIMMING,110718,2004,YT12,YARD TRIMMING
Mamprusi East,1199,2004,RECYCLING - SINGLE STREAM,26574,2004,RTAS43,RECYCLING - SINGLE STREAM
Mamprusi West,1200,2004,RECYCLING - SINGLE STREAM,15585,2004,IRF1,RECYCLING - SINGLE STREAM
Builsa,1201,2004,GARBAGE COLLECTIONS,132682,2004,PT39,GARBAGE COLLECTIONS
Kasena Nankana West,1202,2004,SWEEPING,120857,2004,N01,SWEEPING
Kasena Nankana East,1203,2004,YARD TRIMMING,89763,2004,BRAKER SITE,YARD TRIMMING
Bolgatanga Municipal,1204,2004,DEAD ANIMAL,27004,2004,DA01,DEAD ANIMAL
Talensi Nabdam,1205,2004,GARBAGE COLLECTIONS,3805,2004,PF34,GARBAGE COLLECTIONS
Bongo,1206,2004,RECYCLING - SINGLE STREAM,141159,2004,RFBU20,RECYCLING - SINGLE STREAM
Bawku West,1207,2004,BRUSH,90645,2004,BR23,BRUSH
Garu Tempane,1208,2004,SWEEPING,105987,2004,SB77,SWEEPING
Bawku Municipal,1209,2004,GARBAGE COLLECTIONS,24323,2004,PW82,GARBAGE COLLECTIONS
Wa West,1210,2004,YARD TRIMMING,37665,2004,YT09,YARD TRIMMING
Wa Municipal,1211,2004,YARD TRIMMING,4246,2004,YT04,YARD TRIMMING
Wa East,1212,2004,YARD TRIMMING,28019,2004,YW01,YARD TRIMMING
Sissala East,1213,2004,GARBAGE COLLECTIONS,39785,2004,PF10,GARBAGE COLLECTIONS
Nadowli,1214,2004,GARBAGE COLLECTIONS,128956,2004,PH10,GARBAGE COLLECTIONS
Jirapa,1215,2004,RECYCLING - COMINGLE,127227,2004,RF11,RECYCLING - COMINGLE
Sissala West,1216,2004,RECYCLING - SINGLE STREAM,113611,2004,IRW1,RECYCLING - SINGLE STREAM
Lambussie Karni,1217,2004,GARBAGE COLLECTIONS,74737,2004,PAM05,GARBAGE COLLECTIONS
Lawra,1218,2004,GARBAGE COLLECTIONS,8483,2004,PAT86,GARBAGE COLLECTIONS
Jomoro,1219,2003,RECYCLING - PAPER,19238,2003,RH22,RECYCLING - PAPER
Ellembelle,1220,2003,GARBAGE COLLECTIONS,58129,2003,PAF05,GARBAGE COLLECTIONS
Nzema East,1221,2003,RECYCLING - COMINGLE,116975,2003,RF11,RECYCLING - COMINGLE
Ahanta West,1222,2003,GARBAGE COLLECTIONS,36626,2003,PAM71,GARBAGE COLLECTIONS
Sekondi Takoradi Metropolis,1223,2003,RECYCLING - SINGLE STREAM,399,2003,RWAU10,RECYCLING - SINGLE STREAM
Kwesimintsim,1224,2003,SWEEPING,137287,2003,W11,SWEEPING
Takoradi,1225,2003,BRUSH,5159,2003,BR03,BRUSH
Sekondi,1226,2003,GARBAGE COLLECTIONS,25269,2003,PAM73,GARBAGE COLLECTIONS
Essikadu-Ketan,1227,2003,SWEEPING,13764,2003,SC12-R,SWEEPING
Shama,1228,2003,GARBAGE COLLECTIONS,16477,2003,PAH77,GARBAGE COLLECTIONS
Mpohor-Wassa East,1229,2003,BULK,40320,2003,BU11,BULK
Tarkwa Nsuaem Municipal,1230,2003,YARD TRIMMING,116606,2003,YH07,YARD TRIMMING
Prestea/Huni Valley,1231,2003,GARBAGE COLLECTIONS,39621,2003,PAT70,GARBAGE COLLECTIONS
Wassa Amenfi East,1232,2003,BULK,23351,2003,CAPBU-01,BULK
Wassa Amenfi West,1233,2003,YARD TRIMMING,28279,2003,YF10,YARD TRIMMING
Aowin/Suaman,1234,2003,RECYCLING - SINGLE STREAM,57368,2003,RMBU10,RECYCLING - SINGLE STREAM
Sefwi Akontombra,1235,2003,RECYCLING - SINGLE STREAM,102801,2003,RTBS41,RECYCLING - SINGLE STREAM
Sefwi Wiawso,1236,2003,GARBAGE COLLECTIONS,23783,2003,PW83,GARBAGE COLLECTIONS
Sefwi Bibiani-Ahwiaso Bekwai,1237,2003,RECYCLING - SINGLE STREAM,11491,2003,RFAU21,RECYCLING - SINGLE STREAM
Juabeso,1238,2003,GARBAGE COLLECTIONS,14675,2003,PAM61,GARBAGE COLLECTIONS
Bia,1239,2003,BULK,131189,2003,BU13,BULK
Komenda,1240,2003,YARD TRIMMING,17197,2003,YF05,YARD TRIMMING
Cape Coast Metropolis,1241,2003,SWEEPING,125638,2003,DSE02,SWEEPING
Cape Coast South,1242,2003,RECYCLING - SINGLE STREAM,68815,2003,RMBU20,RECYCLING - SINGLE STREAM
Cape Coast North,1243,2003,RECYCLING - PAPER,111169,2003,RW09,RECYCLING - PAPER
Abura-Asebu-Kwamankese,1244,2003,YARD TRIMMING,139323,2003,YH04,YARD TRIMMING
Mfantsiman Municipal,1245,2003,GARBAGE COLLECTIONS,18799,2003,PAT76,GARBAGE COLLECTIONS
Ajumako-Enyan-Essiam,1246,2003,GARBAGE COLLECTIONS,35271,2003,PAF73,GARBAGE COLLECTIONS
Gomoa West,1247,2003,GARBAGE COLLECTIONS,75914,2003,PF35,GARBAGE COLLECTIONS
Effutu Municipal,1248,2003,GARBAGE COLLECTIONS,49412,2003,PF41,GARBAGE COLLECTIONS
Gomoa East,1249,2003,GARBAGE COLLECTIONS,12021,2003,PAT81,GARBAGE COLLECTIONS
Ewutu Senya,1250,2003,RECYCLING - SINGLE STREAM,7640,2003,RFBS40,RECYCLING - SINGLE STREAM
Agona East,1251,2003,RECYCLING - SINGLE STREAM,81715,2003,RWAU11,RECYCLING - SINGLE STREAM
Agona West,1252,2003,SWEEPING,92152,2003,S05,SWEEPING
Brakwa,1253,2003,RECYCLING - SINGLE STREAM,16050,2003,RMAU22,RECYCLING - SINGLE STREAM
Assin South,1254,2003,GARBAGE COLLECTIONS,140295,2003,PAT02,GARBAGE COLLECTIONS
Assin North Municipal,1255,2003,GARBAGE COLLECTIONS,101945,2003,PAM82,GARBAGE COLLECTIONS
Twifo-Heman-Lower Denkyira,1256,2003,SWEEPING,23134,2003,DSS04,SWEEPING
Upper Denkyira East Municipal,1257,2003,GARBAGE COLLECTIONS,7223,2003,PF30,GARBAGE COLLECTIONS
Upper Denkyira West,1258,2003,YARD TRIMMING,8151,2003,YM01,YARD TRIMMING
Weija (Ga South) Municipal,1259,2003,GARBAGE COLLECTIONS,59306,2003,PAT66,GARBAGE COLLECTIONS
Ga West Municipal,1260,2003,GARBAGE COLLECTIONS,32201,2003,PAT09,GARBAGE COLLECTIONS
Ga East Municipal,1261,2003,GARBAGE COLLECTIONS,18427,2003,PAM52,GARBAGE COLLECTIONS
Accra Metropolis,1262,2003,RECYCLING - SINGLE STREAM,40737,2003,RWAU20,RECYCLING - SINGLE STREAM
Ablekuma South,1263,2003,RECYCLING - SINGLE STREAM,125350,2003,RFAU21,RECYCLING - SINGLE STREAM
Ablekuma Central,1264,2003,RECYCLING - SINGLE STREAM,20662,2003,RWAU22,RECYCLING - SINGLE STREAM
Ashiedu Keteke,1265,2003,BRUSH,99883,2003,BR08,BRUSH
Osu Klotey,1266,2003,SWEEPING,102520,2003,DSS04,SWEEPING
La,1267,2003,BULK,23256,2003,BU10,BULK
Ayawaso East,1268,2003,GARBAGE COLLECTIONS,30861,2003,PAM70,GARBAGE COLLECTIONS
Ayawaso Central,1269,2003,BRUSH,35475,2003,BR26,BRUSH
Okai Koi South,1270,2003,RECYCLING - SINGLE STREAM,38185,2003,DF2,RECYCLING - SINGLE STREAM
Ablekuma North,1271,2003,GARBAGE COLLECTIONS,87098,2003,PAF79,GARBAGE COLLECTIONS
Okai Koi North,1272,2003,RECYCLING - PAPER,110965,2003,DM1,RECYCLING - PAPER
Ayawaso West Wogon,1273,2003,SWEEPING,109703,2003,DSS04,SWEEPING
Adenta Municipal,1274,2003,GARBAGE COLLECTIONS,1354,2003,PAH73,GARBAGE COLLECTIONS
Ledzokuku/Krowor Municipal,1275,2003,RECYCLING - SINGLE STREAM,35101,2003,RWBU16,RECYCLING - SINGLE STREAM
Ashaiman Municipal,1276,2003,GARBAGE COLLECTIONS,33285,2003,PAM01,GARBAGE COLLECTIONS
Tema Metropolis,1277,2003,GARBAGE COLLECTIONS,39758,2003,PAF79,GARBAGE COLLECTIONS
Tema West,1278,2003,GARBAGE COLLECTIONS,68584,2003,PAF71,GARBAGE COLLECTIONS
Tema East,1279,2003,RECYCLING - PAPER,43324,2003,RH20,RECYCLING - PAPER
Kpone Katamanso,1280,2003,GARBAGE COLLECTIONS,37942,2003,PAF09,GARBAGE COLLECTIONS
Dangbe West,1281,2003,GARBAGE COLLECTIONS,18259,2003,PAF60,GARBAGE COLLECTIONS
Dangbe East,1282,2003,GARBAGE COLLECTIONS,20664,2003,PAT65,GARBAGE COLLECTIONS
South Tongu,1283,2003,YARD TRIMMING,54937,2003,YH04,YARD TRIMMING
Keta Municapal,1284,2003,RECYCLING - PAPER,36855,2003,DF1,RECYCLING - PAPER
Ketu South,1285,2003,RECYCLING - PAPER,27330,2003,RT23,RECYCLING - PAPER
Ketu North,1286,2003,GARBAGE COLLECTIONS,42983,2003,PAM03,GARBAGE COLLECTIONS
Akatsi,1287,2003,SWEEPING,50503,2003,SC13-R,SWEEPING
North Tongu,1288,2003,GARBAGE COLLECTIONS,117632,2003,PM30,GARBAGE COLLECTIONS
Adaklu Anyigbe,1289,2003,GARBAGE COLLECTIONS,104683,2003,PAH73,GARBAGE COLLECTIONS
Ho Municipal,1290,2003,GARBAGE COLLECTIONS,30475,2003,PAF68,GARBAGE COLLECTIONS
South Dayi,1291,2003,GARBAGE COLLECTIONS,81074,2003,PAH50,GARBAGE COLLECTIONS
North Dayi,1292,2003,YARD TRIMMING,117866,2003,YW07,YARD TRIMMING
Hohoe Municipal,1293,2003,GARBAGE COLLECTIONS,133157,2003,PAT78,GARBAGE COLLECTIONS
Biakoye,1294,2003,RECYCLING - SINGLE STREAM,42955,2003,RHBU23,RECYCLING - SINGLE STREAM
Jasikan,1295,2003,YARD TRIMMING,27746,2003,YW10,YARD TRIMMING
Kadjebi,1296,2003,GARBAGE COLLECTIONS,32584,2003,PAT85,GARBAGE COLLECTIONS
Krachi East,1297,2003,BRUSH,10632,2003,BR22,BRUSH
Krachi West,1298,2003,GARBAGE COLLECTIONS,119838,2003,PH39,GARBAGE COLLECTIONS
Nkwanta South,1299,2003,RECYCLING - PAPER,80251,2003,RM05,RECYCLING - PAPER
Nkwanta North,1300,2003,SWEEPING,97470,2003,W01-R,SWEEPING
Birim South,1301,2003,RECYCLING - COMINGLE,87632,2003,RW14,RECYCLING - COMINGLE
Birim Municipal,1302,2003,RECYCLING - COMINGLE,55080,2003,RW05,RECYCLING - COMINGLE
West Akim Municipal,1303,2003,RECYCLING - SINGLE STREAM,52212,2003,DM1,RECYCLING - SINGLE STREAM
Suhum-Kraboa Coaltar,1304,2003,YARD TRIMMING,31332,2003,YT01,YARD TRIMMING
Akwapem South Municipal,1305,2003,RECYCLING - SINGLE STREAM,1518,2003,RMAU20,RECYCLING - SINGLE STREAM
Akwapem North,1306,2003,RECYCLING - COMINGLE,59835,2003,RF22,RECYCLING - COMINGLE
New Juaben Municipal,1307,2003,GARBAGE COLLECTIONS,68976,2003,PAM01,GARBAGE COLLECTIONS
Yilo Krobo,1308,2003,GARBAGE COLLECTIONS,111303,2003,PAW08,GARBAGE COLLECTIONS
